N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
13,14,0,30.99,59.97,Wheat,63.35,Red,DAP
42,0,0,32.83,55.64,Tobacco,40.91,Loamy,14-35-14
7,12,19,33.9,50.25,Millets,20,Red,10-26-26
13,33,3,24.38,50.13,Cotton,34.67,Clayey,28-28
44,0,0,31.49,58.29,Millets,37.49,Clayey,14-35-14
31,4,1,31.93,53.26,Wheat,30.3,Clayey,DAP
25,16,0,33.75,70.86,Tobacco,30.19,Loamy,10-26-26
9,23,13,36.49,72.03,Wheat,52.71,Red,17-17-17
5,32,3,33.91,50.88,Paddy,53.37,Red,Urea
10,18,19,40,76.4,Sugarcane,57.23,Red,14-35-14
4,33,3,32.12,76.73,Wheat,34.45,Black,Urea
23,24,0,24.06,53.06,Sugarcane,37.08,Sandy,28-28
5,31,10,25.5,53.43,Tobacco,42.85,Red,17-17-17
13,41,0,34,59.76,Maize,27.52,Black,DAP
10,12,4,22.5,58.83,Oil seeds,39.36,Red,Urea
38,3,0,38.66,60.15,Millets,57.58,Sandy,DAP
9,28,7,33.03,59.23,Cotton,50.06,Sandy,17-17-17
10,10,1,27.05,53.34,Ground Nuts,70,Loamy,28-28
16,5,0,27.27,62.47,Millets,57.15,Clayey,DAP
5,11,14,29.07,56.52,Cotton,53.78,Clayey,Urea
37,0,4,38.17,66.45,Cotton,68.55,Loamy,Urea
18,20,3,28.13,55.71,Cotton,50.38,Clayey,14-35-14
11,40,0,32.56,62.62,Maize,56.5,Clayey,DAP
34,1,2,30.84,47.62,Millets,28.08,Red,Urea
6,32,11,30.98,64.17,Ground Nuts,26.26,Red,20-20
15,36,0,25.27,52.33,Tobacco,20.33,Loamy,20-20
1,12,14,29.51,47.21,Wheat,49.01,Clayey,DAP
41,4,0,38.59,68.57,Paddy,31.88,Loamy,14-35-14
38,4,0,33.01,56.62,Pulses,38.75,Sandy,17-17-17
20,20,2,29.94,54.58,Cotton,36.36,Sandy,10-26-26
35,1,1,28.42,68.97,Barley,38.11,Sandy,20-20
17,8,0,31.81,62.69,Barley,55.11,Sandy,14-35-14
21,26,0,28.06,49.09,Ground Nuts,36,Clayey,28-28
25,18,0,32.09,67.57,Sugarcane,37.6,Loamy,10-26-26
11,37,2,30.4,73.93,Cotton,50.87,Clayey,DAP
12,33,0,31.37,61.56,Oil seeds,36.38,Clayey,20-20
9,30,8,28.4,64.69,Wheat,20,Black,DAP
7,32,3,35.46,68.5,Paddy,33.83,Red,14-35-14
9,36,0,33.36,48.62,Paddy,48.04,Black,14-35-14
35,0,2,30.09,51.69,Sugarcane,31.75,Clayey,20-20
38,0,0,31.62,53.17,Maize,41.08,Clayey,DAP
41,0,0,35.85,65.73,Wheat,46.71,Clayey,20-20
19,18,2,28.23,59.71,Oil seeds,40.91,Clayey,DAP
36,0,0,22.91,52.89,Ground Nuts,43.54,Black,17-17-17
32,3,0,31.57,59,Millets,29.74,Loamy,17-17-17
41,0,0,33.33,68.93,Wheat,44.04,Loamy,20-20
8,10,14,26.1,56.4,Maize,70,Red,20-20
10,8,4,23.85,54.74,Maize,31.15,Black,28-28
4,28,5,33.93,68.08,Barley,68.4,Red,20-20
11,5,3,24.14,50.03,Oil seeds,56.4,Red,10-26-26
13,6,0,30.9,61.42,Barley,48.45,Loamy,28-28
10,14,1,38.27,61.02,Tobacco,39.38,Clayey,10-26-26
14,37,0,30.53,72.94,Pulses,69.94,Black,DAP
9,30,4,36.91,57.36,Barley,46.79,Black,10-26-26
37,1,0,27.89,58.78,Millets,32.12,Clayey,20-20
37,0,0,25.91,61.37,Ground Nuts,35.85,Black,20-20
37,0,0,26.89,45.93,Ground Nuts,34.24,Loamy,28-28
41,0,0,26.9,54.22,Oil seeds,37.63,Sandy,28-28
9,17,11,33.83,56.33,Cotton,40.46,Clayey,Urea
13,11,0,32.23,65.73,Pulses,36.41,Black,10-26-26
13,13,0,33.56,69.13,Oil seeds,30.78,Clayey,14-35-14
25,21,1,22.37,59.31,Millets,53.4,Sandy,14-35-14
40,0,0,40,66.19,Paddy,57.22,Sandy,14-35-14
38,0,0,26.38,58.32,Pulses,37.72,Loamy,Urea
15,39,0,25.09,55.29,Ground Nuts,28.94,Loamy,10-26-26
12,41,3,34.6,52.97,Wheat,41.6,Red,14-35-14
14,11,0,30.08,55.2,Paddy,40.09,Clayey,17-17-17
7,12,16,29.16,50.81,Millets,20,Black,17-17-17
27,27,3,23.32,50.4,Tobacco,46.44,Black,10-26-26
33,0,0,27.41,54.55,Cotton,26.1,Loamy,Urea
42,0,3,29.23,70.7,Maize,54.12,Sandy,10-26-26
17,40,0,35.92,63.54,Sugarcane,54.99,Clayey,14-35-14
20,16,0,24.33,52.3,Cotton,46.6,Red,14-35-14
42,3,0,33.99,62.02,Cotton,24.13,Loamy,28-28
11,33,2,33.8,69.65,Sugarcane,29.13,Black,20-20
42,0,0,29.19,67.99,Pulses,28.27,Clayey,17-17-17
2,21,14,32.92,56.58,Barley,28.5,Loamy,28-28
11,22,19,29.7,50.47,Ground Nuts,41.56,Sandy,28-28
21,24,0,22.82,48.25,Maize,49.55,Clayey,28-28
31,0,4,24.87,53.41,Oil seeds,36.47,Loamy,DAP
17,11,12,29.25,54.77,Oil seeds,56.41,Sandy,10-26-26
39,0,3,28.88,54.57,Paddy,38.98,Clayey,20-20
14,35,4,36.11,61.24,Cotton,27.61,Loamy,20-20
37,0,0,27.91,48.69,Ground Nuts,33.26,Red,17-17-17
40,0,0,32,59.17,Cotton,32.35,Loamy,28-28
17,37,0,31.12,56.27,Paddy,40.65,Loamy,DAP
18,35,0,38.03,60.56,Millets,64.39,Loamy,14-35-14
13,39,2,40,78.63,Tobacco,39.77,Clayey,14-35-14
32,4,1,21.56,48.99,Wheat,38.37,Clayey,Urea
3,29,12,34.16,57.77,Cotton,64.71,Red,20-20
41,4,3,29.74,67.3,Barley,55.7,Clayey,20-20
40,0,0,24.02,52.18,Paddy,41.72,Red,28-28
35,2,0,31.44,57.6,Tobacco,49.09,Black,28-28
23,13,3,27.82,58.21,Pulses,39.11,Red,17-17-17
4,10,0,28.68,48.05,Sugarcane,70,Clayey,10-26-26
16,42,2,37.79,65.38,Pulses,42.1,Loamy,Urea
18,36,0,30.84,62.89,Pulses,31.1,Black,DAP
12,10,19,32.08,69.28,Pulses,53.59,Clayey,20-20
23,22,0,30.53,54.66,Wheat,40.76,Red,DAP
9,30,6,27.28,67,Ground Nuts,60.31,Red,17-17-17
8,32,11,30.52,52.92,Oil seeds,33.2,Loamy,Urea
4,33,12,25.51,63.32,Maize,68.32,Clayey,10-26-26
10,35,0,30.28,76.59,Ground Nuts,30.6,Clayey,28-28
9,32,3,31.27,76.13,Cotton,35.28,Red,20-20
21,19,0,26.52,59.29,Sugarcane,37.89,Black,14-35-14
5,28,10,37.78,70.33,Wheat,64.11,Loamy,10-26-26
12,11,11,30.49,58.21,Ground Nuts,39.3,Clayey,17-17-17
42,0,1,29.18,54.17,Ground Nuts,23.3,Sandy,28-28
44,0,2,25.21,46.78,Oil seeds,31.12,Clayey,Urea
9,12,4,22.64,49.3,Paddy,30.33,Black,Urea
8,13,15,30.2,64.88,Oil seeds,52.82,Clayey,20-20
37,0,0,24.84,49.58,Barley,47.64,Loamy,10-26-26
35,2,4,30.49,58.83,Paddy,54.73,Loamy,17-17-17
15,10,0,30.73,49.9,Pulses,32.48,Loamy,20-20
26,17,4,29.82,58.66,Millets,44.21,Sandy,28-28
9,25,7,23.92,47.26,Maize,38.11,Red,Urea
11,14,11,27.8,66.49,Ground Nuts,56.09,Loamy,28-28
15,40,0,40,75.55,Ground Nuts,28.97,Black,17-17-17
14,8,17,31.12,72.97,Pulses,50.32,Clayey,17-17-17
7,32,6,24.8,61.32,Cotton,54.78,Black,20-20
4,10,0,32.45,67.58,Cotton,55.57,Black,17-17-17
7,18,6,31.61,66.27,Pulses,33.06,Sandy,Urea
14,36,0,40,65.43,Pulses,64.34,Sandy,17-17-17
42,1,0,34.46,78.03,Millets,54.74,Red,14-35-14
23,14,0,20.26,41.18,Millets,47.6,Red,DAP
37,0,0,36.22,77.81,Pulses,51.95,Black,14-35-14
38,1,2,30.24,56.13,Barley,30.91,Black,10-26-26
14,11,10,35.54,62.73,Paddy,42.81,Loamy,DAP
9,8,0,29.73,58.45,Cotton,60.67,Loamy,14-35-14
14,34,1,27.58,64.59,Cotton,62.12,Sandy,20-20
9,39,0,26.09,69.65,Cotton,41.82,Loamy,28-28
22,15,0,30.48,61.31,Millets,44.39,Red,Urea
39,2,0,29.86,48.43,Maize,47.14,Clayey,14-35-14
8,32,2,25.2,65.72,Sugarcane,54.26,Black,20-20
13,36,0,31.81,70.13,Ground Nuts,21.18,Red,28-28
15,38,0,22.32,56.11,Maize,24.06,Black,17-17-17
25,17,0,25.7,67.81,Tobacco,42.7,Loamy,20-20
5,25,7,30.23,55.76,Barley,53.54,Loamy,14-35-14
18,32,0,32.37,55.24,Tobacco,33.67,Loamy,17-17-17
16,26,2,26.08,44.39,Sugarcane,42.34,Clayey,20-20
44,0,3,39.89,76,Ground Nuts,32.46,Red,17-17-17
13,38,0,38.92,57.75,Tobacco,34.28,Clayey,DAP
20,27,1,26.41,55.23,Barley,43.13,Black,10-26-26
16,42,0,35.85,62.3,Millets,36.56,Red,Urea
3,31,8,33,59.14,Tobacco,48.43,Black,14-35-14
11,26,6,35.84,73.34,Barley,56.27,Red,10-26-26
40,0,2,32.85,53.21,Barley,37.96,Black,DAP
20,19,0,36.16,64,Millets,43.68,Loamy,Urea
10,11,3,28.03,51.46,Tobacco,40.88,Sandy,17-17-17
9,35,4,38.77,73.1,Paddy,64.83,Sandy,28-28
9,38,1,39.61,74.2,Cotton,29.32,Clayey,28-28
10,39,4,40,65.97,Cotton,61.68,Black,17-17-17
36,0,0,31.66,68.88,Paddy,64.94,Sandy,17-17-17
32,0,0,25.79,47.25,Millets,45.73,Clayey,DAP
15,13,14,37.12,73.45,Wheat,56.53,Loamy,14-35-14
40,0,0,27.79,54.72,Maize,69.39,Black,20-20
12,24,7,27.84,50.3,Paddy,41.85,Loamy,14-35-14
32,2,0,23.68,57.9,Maize,28.78,Sandy,14-35-14
36,0,0,32.02,47.68,Sugarcane,43.98,Loamy,28-28
15,15,13,34.91,53.17,Paddy,64.9,Sandy,DAP
40,0,2,31.87,56.38,Barley,39.33,Clayey,20-20
39,0,0,33.5,61.54,Pulses,58.09,Loamy,14-35-14
13,6,2,21.34,47.91,Barley,23.25,Loamy,10-26-26
25,24,4,27.75,48.05,Oil seeds,35.2,Sandy,Urea
20,14,4,27.41,57.31,Tobacco,54.62,Loamy,20-20
39,0,0,36.6,74.72,Oil seeds,50.92,Sandy,10-26-26
21,20,2,21.52,56.82,Tobacco,37.02,Clayey,DAP
13,36,0,39.1,77.95,Cotton,44.22,Sandy,28-28
14,33,10,30.22,56.38,Maize,60.39,Loamy,Urea
26,16,0,24.32,66.77,Ground Nuts,37.7,Black,20-20
10,4,4,31.78,51.44,Barley,58.82,Loamy,17-17-17
3,35,5,27.73,59.27,Tobacco,54.2,Red,DAP
8,15,0,25.66,45.25,Barley,65.07,Sandy,28-28
21,22,4,37.17,70.91,Ground Nuts,67.53,Sandy,14-35-14
31,0,0,27.41,53.44,Sugarcane,36.65,Black,Urea
7,41,3,32.37,61.99,Oil seeds,20.42,Loamy,17-17-17
22,21,0,29.68,74.89,Barley,47.11,Sandy,20-20
12,24,5,29.9,53.17,Ground Nuts,58.98,Black,17-17-17
14,14,1,31.08,56.03,Millets,45.64,Black,14-35-14
15,39,3,31.95,59.95,Maize,41.17,Loamy,20-20
1,14,14,28.83,59.74,Ground Nuts,35.13,Loamy,Urea
38,1,1,28.67,59.49,Pulses,43.85,Loamy,28-28
9,17,20,32.76,50.9,Cotton,22,Red,14-35-14
10,43,0,40,52.95,Wheat,43.51,Loamy,14-35-14
30,0,0,28.17,50.93,Sugarcane,37.01,Clayey,17-17-17
45,0,0,28.66,62.69,Tobacco,52.78,Sandy,DAP
17,28,3,32.76,57.8,Cotton,53.21,Loamy,10-26-26
14,36,1,33.29,71.48,Wheat,55.06,Loamy,Urea
27,18,0,22.61,60.89,Ground Nuts,53.36,Black,17-17-17
1,15,15,24.55,59.45,Barley,47.37,Red,Urea
13,13,15,28.72,58.94,Ground Nuts,59.53,Sandy,28-28
42,2,2,36.49,58.68,Cotton,47.81,Clayey,DAP
15,38,0,27.77,61.89,Wheat,27.29,Black,28-28
17,41,0,27.09,45.13,Wheat,20.39,Red,28-28
10,35,5,30.34,65.26,Pulses,61.34,Loamy,17-17-17
10,19,16,28.74,60.87,Maize,37.06,Clayey,17-17-17
15,9,2,38.12,66.69,Sugarcane,33.67,Loamy,DAP
22,16,0,37.98,66.3,Paddy,70,Red,10-26-26
22,25,0,30.61,58.28,Ground Nuts,51.6,Loamy,14-35-14
8,12,17,30,42.84,Barley,46.81,Loamy,17-17-17
14,39,3,39.4,75.28,Maize,52.3,Red,10-26-26
19,21,0,27.74,60.46,Wheat,44.85,Red,20-20
24,20,0,27.37,52.05,Maize,37.96,Clayey,28-28
7,11,7,32.5,71.1,Wheat,69.62,Red,10-26-26
12,13,0,26.46,43.65,Maize,36.14,Black,20-20
45,0,1,30.31,69.86,Cotton,46.3,Black,10-26-26
7,37,8,32.02,50.79,Oil seeds,61.39,Sandy,10-26-26
16,44,0,36.4,70.69,Ground Nuts,31.58,Sandy,28-28
16,10,0,31.51,54.73,Pulses,65.9,Sandy,14-35-14
6,34,4,39.77,60.41,Wheat,50.77,Sandy,Urea
39,0,0,33.93,62.94,Millets,38.71,Red,14-35-14
13,35,0,32.13,65.75,Pulses,52.1,Loamy,14-35-14
34,0,3,29.99,54.89,Cotton,41.47,Red,Urea
36,3,0,38.38,71.17,Wheat,56.45,Clayey,14-35-14
39,0,4,30.43,59.04,Pulses,40.61,Loamy,Urea
19,6,11,28.65,49.55,Cotton,30.12,Red,Urea
2,18,20,25.07,45.11,Maize,36.38,Clayey,20-20
13,41,2,26.73,51.88,Tobacco,26.29,Red,DAP
14,13,14,35.68,63.89,Oil seeds,46.79,Sandy,20-20
13,40,2,33.56,59.78,Pulses,61.64,Loamy,28-28
43,3,0,28.48,60.34,Millets,33.57,Sandy,28-28
43,1,0,34.31,58.35,Millets,30.92,Black,10-26-26
34,0,1,28.81,49.93,Tobacco,33.75,Red,17-17-17
27,17,2,24.11,57.89,Sugarcane,23.7,Loamy,28-28
41,0,0,31.21,55.32,Oil seeds,38.91,Red,10-26-26
8,19,9,28.66,41.97,Barley,62.44,Red,14-35-14
9,42,0,22.83,46.9,Wheat,34.09,Clayey,DAP
10,29,13,25.54,65.51,Paddy,26.75,Black,28-28
14,32,0,30.02,68.96,Sugarcane,35.81,Red,20-20
26,18,4,29.98,73.22,Millets,48.77,Clayey,Urea
41,0,2,34.95,71.28,Millets,53.19,Red,20-20
8,5,0,27.38,57.61,Maize,57.88,Sandy,DAP
2,24,18,35.64,66.88,Oil seeds,38.75,Black,10-26-26
39,0,0,39.23,71.01,Cotton,31.63,Clayey,DAP
20,26,0,26.84,54.27,Paddy,49.61,Red,28-28
38,1,2,34.38,70.03,Oil seeds,23.96,Sandy,DAP
3,31,5,37.38,61.81,Cotton,32.73,Loamy,28-28
9,19,17,36.92,62.66,Tobacco,58.76,Clayey,20-20
11,27,13,31.54,66.48,Wheat,66.12,Clayey,DAP
14,33,0,30.38,67.91,Sugarcane,57.24,Sandy,14-35-14
15,32,1,33.13,61.63,Paddy,41.66,Sandy,28-28
10,44,2,40,61.51,Paddy,32.66,Sandy,14-35-14
18,21,2,37.05,61.02,Oil seeds,32.03,Sandy,Urea
10,28,4,29.45,60,Maize,64.63,Loamy,Urea
16,17,3,20.82,42.97,Tobacco,44.06,Red,17-17-17
7,27,10,34.04,60.33,Oil seeds,70,Sandy,20-20
5,10,3,25.22,62.81,Paddy,49.09,Red,28-28
6,31,11,25.96,53.04,Barley,46.11,Black,10-26-26
12,9,4,34.01,50.12,Tobacco,30.27,Loamy,DAP
16,17,4,40,71.27,Maize,25.24,Red,17-17-17
37,0,3,35.95,70.71,Cotton,37.39,Black,14-35-14
7,27,3,29.41,52.65,Barley,48.35,Loamy,DAP
37,0,0,33.88,55.46,Millets,26.2,Black,28-28
11,6,0,33.99,68.26,Barley,39.64,Red,10-26-26
39,0,1,24.47,57.6,Tobacco,70,Sandy,14-35-14
5,24,20,25.83,44.55,Paddy,44.99,Sandy,Urea
5,17,3,24.74,60.74,Pulses,60.98,Loamy,17-17-17
9,16,17,27.19,59.49,Maize,56.18,Black,DAP
7,24,3,31.1,50.28,Cotton,40.57,Clayey,28-28
8,31,0,26.73,44.52,Paddy,40.8,Clayey,14-35-14
0,28,7,30.46,71.86,Wheat,41.95,Clayey,10-26-26
11,39,2,28.7,59.26,Pulses,46.42,Black,Urea
14,23,16,32.49,61.52,Wheat,47.27,Sandy,Urea
13,9,0,25.28,55.11,Pulses,38.36,Clayey,28-28
27,23,2,23.54,50.26,Millets,50.16,Loamy,20-20
15,36,2,28.53,62.54,Maize,61.11,Red,14-35-14
14,27,9,26.45,56.63,Pulses,64.39,Clayey,Urea
8,15,9,27.71,67.71,Pulses,47.17,Loamy,10-26-26
15,6,12,24.98,47,Sugarcane,20.99,Loamy,28-28
14,14,13,35.07,59.79,Tobacco,61.83,Black,28-28
1,33,7,36.94,58.84,Sugarcane,55.16,Sandy,28-28
13,11,6,30.26,50.57,Pulses,43.21,Black,DAP
43,0,0,32.12,69.24,Cotton,36.58,Red,14-35-14
27,14,1,22.33,46.53,Cotton,40.1,Clayey,DAP
11,17,0,27.36,61.34,Wheat,43.04,Black,28-28
10,34,0,29.03,53.72,Wheat,43.41,Loamy,DAP
16,10,0,32.8,55.77,Barley,44.43,Sandy,14-35-14
8,10,1,32.28,58.89,Pulses,29.28,Clayey,28-28
12,41,0,37.53,58.75,Paddy,51.59,Red,10-26-26
19,26,0,22.55,56.57,Oil seeds,51.93,Loamy,Urea
17,14,15,22.07,52.72,Millets,24.22,Sandy,10-26-26
44,0,1,28.92,44.74,Millets,44.89,Red,17-17-17
38,0,0,26.05,48.76,Barley,45.26,Loamy,DAP
34,0,0,24.84,58.91,Cotton,43.15,Red,DAP
1,17,21,30.62,70.7,Oil seeds,46.64,Loamy,20-20
7,17,11,26.56,59.44,Maize,32.72,Black,20-20
14,36,0,31.15,55.59,Barley,35.09,Red,14-35-14
2,16,20,25.6,57.71,Millets,30.94,Black,28-28
13,35,0,26.71,55.75,Ground Nuts,70,Black,28-28
20,17,0,29.67,63.41,Millets,36.42,Red,28-28
13,36,4,33.3,61.13,Oil seeds,64.91,Black,28-28
41,2,1,32.01,57.23,Sugarcane,32.85,Sandy,10-26-26
33,0,2,30.59,54.91,Barley,43.28,Sandy,DAP
15,18,1,37.88,74.88,Tobacco,27.06,Red,28-28
40,0,2,30.48,47.8,Paddy,70,Loamy,28-28
11,8,1,30.3,69.31,Barley,52.01,Black,DAP
4,34,6,34.08,55.54,Millets,59.21,Black,20-20
6,8,2,38.45,63.15,Barley,58.06,Clayey,10-26-26
17,20,16,24.76,55.27,Sugarcane,34.69,Sandy,17-17-17
10,26,4,25.73,68.57,Millets,70,Sandy,17-17-17
34,0,0,20.56,55.98,Barley,65.55,Loamy,DAP
42,0,0,38.77,68.24,Wheat,57.2,Sandy,20-20
14,5,0,30.56,55.9,Oil seeds,40.77,Clayey,DAP
8,39,0,26.93,51.37,Oil seeds,50.87,Sandy,Urea
2,18,14,26.67,42.74,Maize,30.17,Red,Urea
38,0,0,31.42,63.61,Wheat,32.38,Loamy,28-28
10,13,16,26.7,43.08,Ground Nuts,32.35,Black,17-17-17
10,10,18,26.05,51.11,Wheat,35.27,Red,17-17-17
25,20,1,25.12,46.17,Oil seeds,43.74,Red,20-20
12,6,0,32.41,67.07,Barley,32.33,Loamy,Urea
32,0,0,27.81,63.26,Wheat,43.38,Sandy,10-26-26
40,2,0,23.36,50.24,Sugarcane,34.4,Sandy,DAP
12,16,0,33,57.63,Cotton,37.28,Loamy,Urea
10,12,2,26.02,55.23,Oil seeds,47.78,Sandy,28-28
23,22,4,26.74,56.43,Maize,41.86,Loamy,DAP
17,32,0,33.17,68.4,Barley,25.54,Black,Urea
16,35,0,33.5,69.8,Ground Nuts,35.8,Clayey,DAP
16,13,3,28.32,55.53,Barley,39.8,Clayey,14-35-14
13,16,12,29.54,71.68,Tobacco,57.48,Sandy,10-26-26
36,0,1,25.68,50.13,Sugarcane,50.92,Red,Urea
37,0,0,28.77,63.48,Barley,49.52,Red,DAP
37,0,0,23.17,44.36,Tobacco,26.03,Sandy,20-20
12,39,4,27.12,63.03,Paddy,28.6,Loamy,DAP
36,0,0,31.38,57.13,Ground Nuts,37.26,Black,20-20
41,0,0,27.91,58.99,Oil seeds,64.03,Black,DAP
27,20,1,36.99,70.45,Sugarcane,29.04,Red,DAP
25,32,0,35.01,69.3,Sugarcane,40.11,Sandy,DAP
8,28,13,30.71,67.85,Oil seeds,56.82,Black,14-35-14
24,19,0,38.22,70.27,Ground Nuts,63.95,Black,14-35-14
38,4,2,30.23,47.44,Barley,55.39,Red,DAP
22,27,0,33.72,52.61,Millets,37.01,Black,10-26-26
37,0,0,29.14,58.06,Paddy,43.94,Clayey,14-35-14
23,19,3,34.18,69.67,Cotton,48.66,Sandy,Urea
35,0,0,28.32,59.85,Pulses,58.07,Sandy,DAP
6,7,0,28.16,57.48,Cotton,62.2,Sandy,10-26-26
19,44,0,40,52.02,Maize,45.67,Clayey,14-35-14
18,40,0,30.08,57.14,Cotton,37.49,Clayey,28-28
34,4,2,27.61,61.04,Barley,41.97,Clayey,14-35-14
38,1,4,23.74,62.35,Ground Nuts,31.53,Sandy,Urea
18,19,0,22.26,52.88,Cotton,34.12,Loamy,20-20
14,41,4,34.77,66.85,Ground Nuts,35.35,Clayey,17-17-17
5,31,12,26.63,45.47,Pulses,29.06,Clayey,20-20
30,3,4,24.69,52.7,Wheat,23.05,Loamy,28-28
18,22,0,24.7,48.88,Pulses,41.18,Black,28-28
16,14,6,28.79,61.59,Millets,40.95,Sandy,DAP
9,34,0,25.37,56.61,Millets,56.98,Sandy,10-26-26
18,22,4,35.56,61.27,Barley,33.78,Black,DAP
10,11,15,29.95,59.77,Oil seeds,47.09,Red,14-35-14
24,24,0,28.85,45.97,Wheat,49.62,Black,Urea
38,4,2,22.68,53.23,Oil seeds,44.85,Clayey,17-17-17
16,45,0,33.94,57.41,Paddy,48.69,Loamy,17-17-17
11,26,13,34.02,63.05,Sugarcane,32.44,Clayey,20-20
17,8,0,26.44,51.89,Sugarcane,42.5,Clayey,28-28
15,44,0,27.43,65.87,Sugarcane,20,Sandy,17-17-17
13,13,0,26.23,55.01,Tobacco,32.74,Loamy,20-20
27,20,0,30.45,68.48,Pulses,46.14,Black,14-35-14
33,0,2,25.4,50.75,Barley,42.4,Black,14-35-14
15,39,1,27.56,58.15,Cotton,53,Black,17-17-17
11,37,2,37.29,61.83,Cotton,31.91,Black,10-26-26
35,0,4,25.22,56.62,Millets,37.89,Sandy,Urea
10,33,0,26.88,58.54,Pulses,70,Red,20-20
27,19,0,21.46,49.42,Cotton,45.96,Sandy,Urea
11,33,9,28.14,68.89,Cotton,31.96,Clayey,28-28
11,45,0,32.55,64.64,Pulses,43.51,Loamy,17-17-17
20,22,2,24.15,40.44,Ground Nuts,44.93,Red,28-28
12,37,3,36.93,71.6,Maize,35.49,Loamy,17-17-17
12,44,0,32.73,62.28,Barley,57.46,Sandy,28-28
45,4,1,29.55,66.21,Millets,41.21,Clayey,17-17-17
6,15,21,25.75,59.79,Paddy,24.64,Red,17-17-17
41,0,1,35.85,54.97,Ground Nuts,32.94,Loamy,17-17-17
35,0,0,31.4,69.24,Millets,29.06,Red,10-26-26
11,40,4,34.9,71.05,Wheat,59.48,Red,20-20
13,6,0,30.98,59.93,Wheat,30.97,Loamy,28-28
9,13,4,24.15,51.72,Sugarcane,31.91,Red,Urea
10,18,18,27.35,47.36,Oil seeds,48.45,Sandy,17-17-17
11,9,0,30.03,48.19,Pulses,41.44,Black,17-17-17
22,26,0,28.44,52.45,Millets,34.64,Red,28-28
19,23,0,24.69,45,Ground Nuts,34.65,Black,DAP
8,10,0,34.34,54.99,Sugarcane,47.61,Black,DAP
6,26,13,28.13,53.68,Cotton,52.13,Black,28-28
23,20,0,27.41,51.23,Tobacco,46.31,Black,10-26-26
13,11,0,32.89,60.09,Wheat,59.65,Clayey,20-20
18,36,0,31.34,59.69,Millets,60.78,Red,17-17-17
6,27,5,27.79,58.46,Tobacco,20,Red,14-35-14
11,15,0,22.44,58.98,Oil seeds,31.46,Loamy,20-20
17,11,11,20.09,49.43,Pulses,29.64,Black,14-35-14
15,16,18,32.2,67.18,Barley,28.11,Loamy,14-35-14
10,19,0,31.51,67.28,Paddy,31.19,Clayey,DAP
20,14,2,33.68,55.21,Ground Nuts,53.32,Sandy,17-17-17
8,31,3,30.94,46.3,Sugarcane,42.29,Loamy,28-28
10,33,8,30.93,52.97,Pulses,59.12,Red,17-17-17
45,0,0,27.81,60,Barley,25.06,Sandy,20-20
8,9,0,31.36,56.32,Barley,45.45,Sandy,17-17-17
2,18,14,27.52,59.49,Maize,43.56,Clayey,17-17-17
10,41,1,32.97,57.21,Barley,28.8,Loamy,14-35-14
42,3,0,30.13,57.87,Oil seeds,62.23,Black,10-26-26
9,19,15,29.13,72.87,Sugarcane,40.38,Black,Urea
38,3,0,29.47,68.26,Oil seeds,30.54,Sandy,17-17-17
8,16,17,27.2,52.83,Paddy,31.04,Red,28-28
25,23,0,29.52,70.13,Millets,55.59,Loamy,17-17-17
22,15,1,26.58,49.05,Barley,23.6,Loamy,20-20
8,8,0,32.39,69.83,Cotton,53.98,Red,17-17-17
14,18,2,27.86,58.24,Barley,49.66,Red,Urea
8,34,0,27.87,59.72,Barley,43.57,Loamy,DAP
20,23,1,31.12,59.5,Maize,48.49,Loamy,10-26-26
6,26,13,29.45,60.16,Millets,56.75,Black,Urea
18,18,0,25.45,59.9,Maize,50.43,Black,DAP
4,17,18,27.06,61.03,Pulses,44.75,Sandy,Urea
5,26,11,25.44,59.38,Paddy,44.01,Red,10-26-26
37,3,3,26.27,47.12,Paddy,39.19,Red,28-28
41,0,0,30.57,48.3,Pulses,44.43,Sandy,14-35-14
11,19,1,27.27,66.44,Oil seeds,34.85,Loamy,20-20
4,19,20,21.07,43.97,Tobacco,40.04,Black,28-28
17,15,14,33.6,59.48,Sugarcane,46.26,Sandy,Urea
10,10,2,30.34,54.73,Cotton,62.24,Black,28-28
14,10,3,28.43,66.03,Millets,44.05,Black,17-17-17
15,31,0,25.5,56.26,Barley,56.35,Sandy,28-28
22,21,2,33.23,61.09,Oil seeds,39.74,Loamy,17-17-17
34,1,0,27.83,45.02,Oil seeds,52.22,Black,DAP
9,11,2,21.81,55.61,Sugarcane,64.1,Red,Urea
30,0,4,37.5,70.28,Wheat,65.23,Black,Urea
37,0,0,25.64,52.31,Maize,36.33,Loamy,Urea
11,32,12,32.72,65.66,Oil seeds,45.12,Clayey,DAP
18,16,0,27.83,51.16,Tobacco,44.2,Clayey,17-17-17
36,0,1,29.8,49.21,Wheat,70,Loamy,17-17-17
11,7,0,27.94,55.06,Millets,48.07,Clayey,10-26-26
11,11,0,33.38,69.64,Millets,47.26,Black,20-20
6,13,1,33.15,56.8,Maize,52.58,Black,DAP
25,18,0,20.27,48.38,Cotton,26.05,Black,Urea
16,36,0,25.8,68.86,Paddy,28.28,Clayey,20-20
12,28,8,24.18,49.22,Barley,58.28,Sandy,Urea
4,25,10,27.34,64.09,Paddy,45.24,Sandy,28-28
22,26,0,33.33,61.68,Paddy,36.85,Loamy,14-35-14
